OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,IsWeekend,OrderMonth,IsDelivered,HasDiscount,AvgItemValue,OrderYear,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,DayOfWeek_Monday,DayOfWeek_Saturday,DayOfWeek_Sunday,DayOfWeek_Thursday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DiscountCode_None,DiscountCode_SAVE10,DiscountCode_WINTER15,Quantity_scaled,UnitPrice_scaled,TotalPrice_scaled,ItemsInCart_scaled,AvgItemValue_scaled,OrderMonth_scaled,OrderYear_scaled
ORD200017,2024-03-02,C60672,1,423.4,382 Main St,TRK11972116,3,None,423.4,1,3,0,0,141.13333333333333,2024,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,-1.3829951239375826,0.3398729519589894,-0.769906950607455,-1.0894190340268348,-0.4318810100959242,-0.8959289015422955,0.30974027122426084
ORD200018,2025-03-26,C84329,1,431.44,891 Main St,TRK65191045,3,SAVE10,431.44,0,3,0,1,143.81333333333333,2025,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-1.3829951239375826,0.38066546894916714,-0.7600852626517915,-1.0894190340268348,-0.41448741386518456,-0.8959289015422955,1.6419564915432456
ORD200019,2023-01-23,C14552,5,224.0,273 Main St,TRK59101365,9,SAVE10,1120.0,0,1,0,1,124.44444444444444,2023,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.4599927111375337,-0.6718220589665602,0.0810616849541246,1.5409689756959049,-0.5401943663918237,-1.4942119743585196,-1.0224759490947237
ORD200020,2023-05-08,C54829,5,62.51,587 Main St,TRK16718651,9,WINTER15,312.55,0,5,0,1,34.72777777777778,2023,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1.4599927111375337,-1.491173249108822,-0.9053216408916943,1.5409689756959049,-1.122468797424607,-0.29764582872607154,-1.0224759490947237
ORD200021,2024-11-17,C99023,4,342.95,569 Main St,TRK52646983,6,None,1371.8,1,11,1,0,228.63333333333333,2024,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.7492457523687547,-0.06830590274993968,0.38866131520736275,0.22577497083453502,0.13600692654203095,1.4972033897226007,0.30974027122426084
ORD200022,2023-01-29,C34416,2,49.62,633 Main St,TRK75937350,2,SAVE10,99.24,1,1,0,1,49.62,2023,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,-0.6722481651688036,-1.5565731923928259,-1.1659017724616634,-1.5278170356472913,-1.0258160734276736,-1.4942119743585196,-1.0224759490947237
ORD200023,2025-04-09,C42372,4,273.25,755 Main St,TRK36168083,5,FREESHIP,1093.0,0,4,0,1,218.6,2025,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.7492457523687547,-0.4219425239210069,0.048078404506001364,-0.2126230307859216,0.07088910980754543,-0.5967873651341835,1.6419564915432456
ORD200024,2024-10-30,C17470,2,230.95,956 Main St,TRK28775057,3,WINTER15,461.9,0,10,1,1,153.96666666666667,2024,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.6722481651688036,-0.6365598707723147,-0.7228752358943903,-1.0894190340268348,-0.3485907793890241,1.1980618533144887,0.30974027122426084
ORD200025,2024-07-24,C42577,1,399.98,709 Main St,TRK69423327,3,WINTER15,399.98,0,7,1,1,133.32666666666668,2024,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-1.3829951239375826,0.2210469882885966,-0.7985168923887529,-1.0894190340268348,-0.4825474309571085,0.3006372440901526,0.30974027122426084
ORD200026,2024-03-06,C21944,5,59.55,296 Main St,TRK80276812,6,None,297.75,0,3,1,0,49.625,2024,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1.4599927111375337,-1.5061913896922705,-0.923401364989184,0.22577497083453502,-1.0257836226884371,-0.8959289015422955,0.30974027122426084
ORD200027,2024-02-22,C97593,1,472.74,881 Main St,TRK89117573,6,WINTER15,472.74,0,2,0,1,78.79,2024,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,-1.3829951239375826,0.590209119657418,-0.7096330595959586,0.22577497083453502,-0.8364984607221975,-1.1950704379504076,0.30974027122426084
ORD200028,2023-11-21,C59823,4,160.07,568 Main St,TRK65895539,5,None,640.28,0,11,0,0,128.05599999999998,2023,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.7492457523687547,-0.9961834533921891,-0.5049656964004562,-0.2126230307859216,-0.5167548368775634,1.4972033897226007,-1.0224759490947237
ORD200029,2024-09-20,C33260,3,423.53,930 Main St,TRK59744090,6,SAVE10,1270.59,0,9,1,1,211.765,2024,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.03849879359997556,0.3405325324575868,0.26502287764608295,0.22577497083453502,0.026528949271311955,0.8989203169063766,0.30974027122426084
ORD200030,2025-03-22,C44267,2,426.7,895 Main St,TRK54751444,5,SAVE10,853.4,1,3,0,1,170.68,2025,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,-0.6722481651688036,0.3566161492310773,-0.2446176693966034,-0.2126230307859216,-0.24011877503463522,-0.8959289015422955,1.6419564915432456
ORD200031,2023-06-30,C26445,3,500.08,996 Main St,TRK31229981,6,None,1500.24,0,6,0,0,250.04,2023,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.03849879359997556,0.7289239722085941,0.5455640019020646,0.22577497083453502,0.2749393581263718,0.0014957076820405282,-1.0224759490947237
ORD200032,2023-05-01,C12388,5,536.72,830 Main St,TRK99261395,10,None,2683.6,0,5,1,0,268.36,2023,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.4599927111375337,0.9148241988901998,1.991160103794328,1.9793669773163614,0.3938388666887415,-0.29764582872607154,-1.0224759490947237
ORD200033,2023-06-05,C52184,1,162.77,912 Main St,TRK73312471,4,WINTER15,162.77,0,6,0,1,40.6925,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,-1.3829951239375826,-0.9824844738059353,-1.088293335170209,-0.6510210324063782,-1.0837568683343632,0.0014957076820405282,-1.0224759490947237
ORD200034,2023-01-07,C67195,4,576.52,926 Main St,TRK55467915,5,WINTER15,2306.08,1,1,0,1,461.216,2023,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.7492457523687547,1.1167573053838649,1.5299805469507914,-0.2126230307859216,1.6455028199258785,-1.4942119743585196,-1.0224759490947237
ORD200035,2024-12-07,C50304,2,465.15,128 Main St,TRK46850888,2,SAVE10,930.3,1,12,0,1,465.15,2024,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.6722481651688036,0.5516997659316158,-0.1506764002684302,-1.5278170356472913,1.6710350615571208,1.7963449261307127,0.30974027122426084
ORD200036,2025-05-08,C59337,2,534.43,465 Main St,TRK50961250,5,None,1068.86,0,5,0,0,213.772,2025,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.6722481651688036,0.9032054347225991,0.018588908579419944,-0.2126230307859216,0.03955467600082486,-0.29764582872607154,1.6419564915432456
ORD200037,2024-10-14,C10054,2,76.74,409 Main St,TRK94005261,7,SAVE10,153.48,0,10,0,1,21.925714285714285,2024,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,-0.6722481651688036,-1.4189745529931221,-1.0996420268503224,0.6641729724549916,-1.2055560822385045,1.1980618533144887,0.30974027122426084
ORD200038,2024-12-19,C15924,1,245.89,549 Main St,TRK14835975,3,SAVE10,245.89,0,12,1,1,81.96333333333332,2024,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-1.3829951239375826,-0.5607588503950443,-0.9867536955091718,-1.0894190340268348,-0.8159030582201278,1.7963449261307127,0.30974027122426084
ORD200039,2025-02-27,C96664,3,256.46,666 Main St,TRK85508960,4,SAVE10,769.3799999999999,0,2,1,1,192.34499999999997,2025,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.03849879359997556,-0.5071298821629326,-0.3472567517392448,-0.6510210324063782,-0.09950972192307775,-1.1950704379504076,1.6419564915432456
ORD200040,2023-08-20,C84766,2,344.02,267 Main St,TRK78967923,4,FREESHIP,688.04,1,8,1,1,172.01,2023,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,-0.6722481651688036,-0.06287704787686882,-0.44662193809666484,-0.6510210324063782,-0.2314868783977384,0.5997787804982646,-1.0224759490947237
ORD200041,2023-12-05,C20212,3,611.45,657 Main St,TRK69733327,4,FREESHIP,1834.35,0,12,0,1,458.5875,2023,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.03849879359997556,1.2939815116608435,0.9537137734028961,-0.6510210324063782,1.6284434663092742,1.7963449261307127,-1.0224759490947237
ORD200042,2024-05-06,C28712,2,151.66,980 Main St,TRK40772558,6,None,303.32,0,5,0,0,50.553333333333335,2024,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,-0.6722481651688036,-1.0388532379552977,-0.9165970363930342,0.22577497083453502,-1.0197586021035354,-0.29764582872607154,0.30974027122426084
ORD200043,2023-12-14,C60572,3,499.21,871 Main St,TRK20351666,8,None,1497.63,0,12,0,0,187.20375,2023,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0.03849879359997556,0.7245098565641345,0.5423756181254128,1.1025709740754481,-0.13287719454296187,1.7963449261307127,-1.0224759490947237
ORD200044,2025-04-21,C73225,2,550.18,996 Main St,TRK73848522,3,FREESHIP,1100.36,0,4,0,1,366.78666666666663,2025,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,-0.6722481651688036,0.9831161489757455,0.05706940243556372,-1.0894190340268348,1.0326424854714285,-0.5967873651341835,1.6419564915432456
ORD200045,2024-02-10,C17388,1,317.25,157 Main St,TRK47077395,1,SAVE10,317.25,1,2,0,1,317.25,2024,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-1.3829951239375826,-0.19869989362650245,-0.8995801068877617,-1.966215037267748,0.7111421949427944,-1.1950704379504076,0.30974027122426084
ORD200046,2024-06-26,C43212,4,550.14,223 Main St,TRK25100762,4,FREESHIP,2200.56,0,6,0,1,550.14,2024,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7492457523687547,0.9829132011300235,1.4010770005476076,-0.6510210324063782,2.2226327270983757,0.0014957076820405282,0.30974027122426084
ORD200047,2023-07-19,C38134,2,209.94,323 Main St,TRK42450754,3,FREESHIP,419.88,0,7,0,1,139.96,2023,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.6722481651688036,-0.7431582267379405,-0.7742069930955066,-1.0894190340268348,-0.43949611690341217,0.3006372440901526,-1.0224759490947237
ORD200048,2023-08-26,C12408,2,80.77,464 Main St,TRK38938858,4,None,161.54,1,8,0,0,40.385,2023,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,-0.6722481651688036,-1.398527557536603,-1.089795906835068,-0.6510210324063782,-1.0857525887974053,0.5997787804982646,-1.0224759490947237
ORD200049,2023-10-07,C11985,1,30.44,633 Main St,TRK53272402,1,SAVE10,30.44,1,10,0,1,30.44,2023,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-1.3829951239375826,-1.6538866844166575,-1.2499480574553996,-1.966215037267748,-1.1502971091387133,1.1980618533144887,-1.0224759490947237
ORD200050,2023-07-31,C96494,1,179.22,446 Main St,TRK14675049,6,FREESHIP,179.22,0,7,0,1,29.87,2023,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,-1.3829951239375826,-0.899022172252649,-1.068197966156445,0.22577497083453502,-1.153996493411669,0.3006372440901526,-1.0224759490947237
ORD200051,2024-12-30,C36778,1,388.33,434 Main St,TRK67610289,2,SAVE10,388.33,0,12,0,1,194.165,2024,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-1.3829951239375826,0.1619384282219833,-0.8127485671006284,-1.5278170356472913,-0.08769765284100814,1.7963449261307127,0.30974027122426084
ORD200052,2024-09-08,C30513,1,586.44,232 Main St,TRK64320429,5,SAVE10,586.44,1,9,0,1,117.28800000000001,2024,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-1.3829951239375826,1.16708837112299,-0.5707368008199729,-0.2126230307859216,-0.5866407488971918,0.8989203169063766,0.30974027122426084
ORD200053,2024-05-18,C67551,4,488.78,512 Main St,TRK94992552,5,FREESHIP,1955.12,1,5,0,1,391.024,2024,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.7492457523687547,0.6715912057920508,1.1012467652443718,-0.2126230307859216,1.1899463622288344,-0.29764582872607154,0.30974027122426084
ORD200054,2025-03-27,C48120,1,280.25,623 Main St,TRK11014449,5,WINTER15,280.25,0,3,0,1,56.05,2025,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-1.3829951239375826,-0.3864266509196085,-0.944779417131486,-0.2126230307859216,-0.984084422769593,-0.8959289015422955,1.6419564915432456
ORD200055,2025-06-24,C95984,3,344.4,565 Main St,TRK67434829,3,None,1033.2,0,6,0,0,344.40000000000003,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.03849879359997556,-0.06094904334250721,-0.024973453671693752,-1.0894190340268348,0.8873497089967429,0.0014957076820405282,1.6419564915432456
ORD200056,2023-05-21,C54298,3,479.21,566 Main St,TRK62902341,5,WINTER15,1437.63,1,5,0,1,287.526,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.03849879359997556,0.6230359337029961,0.4690794393518056,-0.2126230307859216,0.5182290403299192,-0.29764582872607154,-1.0224759490947237
ORD200057,2023-01-22,C88036,5,314.27,842 Main St,TRK52470128,6,SAVE10,1571.35,1,1,0,1,261.89166666666665,2023,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1.4599927111375337,-0.21381950813281217,0.6324321897785846,0.22577497083453502,0.35185842702984793,-1.4942119743585196,-1.0224759490947237
ORD200058,2023-01-15,C60190,4,474.69,202 Main St,TRK70857868,6,SAVE10,1898.76,1,1,0,1,316.46,2023,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.7492457523687547,0.600102827136379,1.0323972213163635,0.22577497083453502,0.7060149781434344,-1.4942119743585196,-1.0224759490947237
ORD200059,2024-09-11,C97603,4,593.27,811 Main St,TRK47055028,5,None,2373.08,0,9,0,0,474.616,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,0.7492457523687547,1.2017417157800683,1.6118279465813197,-0.2126230307859216,1.7324708010795766,0.8989203169063766,0.30974027122426084
ORD200060,2024-08-21,C39256,1,417.1,634 Main St,TRK23412025,3,FREESHIP,417.1,0,8,0,1,139.03333333333333,2024,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-1.3829951239375826,0.30790866625773106,-0.7776030493786836,-1.0894190340268348,-0.44551032057523515,0.5997787804982646,0.30974027122426084
ORD200061,2024-03-24,C61618,4,122.2,104 Main St,TRK43458485,7,FREESHIP,488.8,1,3,1,1,69.82857142857144,2024,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.7492457523687547,-1.1883243263297547,-0.6900141157442231,0.6641729724549916,-0.8946594570737061,-0.8959289015422955,0.30974027122426084
ORD200062,2023-08-22,C36497,2,43.15,691 Main St,TRK12102911,3,WINTER15,86.3,0,8,0,1,28.766666666666666,2023,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.6722481651688036,-1.5894000064384042,-1.1817093150171714,-1.0894190340268348,-1.161157289869847,0.5997787804982646,-1.0224759490947237
ORD200063,2025-02-02,C96695,1,564.86,813 Main St,TRK64283851,6,WINTER15,564.86,1,2,0,1,94.14333333333333,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,-1.3829951239375826,1.0575980083558214,-0.5970989931188804,0.22577497083453502,-0.7368530574401244,-1.1950704379504076,1.6419564915432456
ORD200064,2025-06-25,C49720,3,130.61,752 Main St,TRK55785217,4,FREESHIP,391.83,0,6,0,1,97.9575,2025,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.03849879359997556,-1.145654541766646,-0.808472956672168,-0.6510210324063782,-0.712098551859249,0.0014957076820405282,1.6419564915432456
ORD200065,2023-12-30,C97735,5,81.7,385 Main St,TRK13743703,6,None,408.5,1,12,1,0,68.08333333333333,2023,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1.4599927111375337,-1.3938090201235598,-0.7881088350029007,0.22577497083453502,-0.9059863103405258,1.7963449261307127,-1.0224759490947237
ORD200066,2024-11-15,C18104,5,127.18,715 Main St,TRK15488568,9,SAVE10,635.9000000000001,0,11,0,1,70.65555555555557,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.4599927111375337,-1.163057319537331,-0.5103163174509293,1.5409689756959049,-0.8892922078222162,1.4972033897226007,0.30974027122426084
ORD200067,2024-12-09,C25587,4,12.1,440 Main St,TRK55105323,8,None,48.4,0,12,0,0,6.05,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.7492457523687547,-1.7469382716803212,-1.2280080679424998,1.1025709740754481,-1.3085918151341387,1.7963449261307127,0.30974027122426084
ORD200068,2023-12-11,C41598,3,490.92,709 Main St,TRK81665940,5,FREESHIP,1472.76,0,12,0,1,294.552,2023,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03849879359997556,0.6824489155381929,0.5119943520237524,-0.2126230307859216,0.5638288191049853,1.7963449261307127,-1.0224759490947237
ORD200069,2023-05-11,C43338,3,478.65,552 Main St,TRK35241775,4,None,1435.95,0,5,0,0,358.9875,2023,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,0.03849879359997556,0.6201946638628842,0.46702714634614456,-0.6510210324063782,0.9820247407190991,-0.29764582872607154,-1.0224759490947237
